,Title,url,ID,CC,Subtitle
31,YT60_Did_Mohammad_Frown_and_Reject_the_Blind_Man_Surah_Abasa_Surah_80_Part_1,https://www.youtube.com/watch?v=Btu7ZojRtQE,Btu7ZojRtQE,manual,https://www.youtube.com/api/timedtext?v=Btu7ZojRtQE&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907149&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=044377B8EF4F235D904F13C6A7E23E26D6F727F9.4C32CA52867DF6EA182504E60D9C86F1E111B464&key=yt8&lang=en-US&fmt=vtt
32,YT59_How_Malcolm_X_was_transformed_by_the_Quran_How_it_relates_to_Moses_At_Toor_Salafis_vsQuranists,https://www.youtube.com/watch?v=cImOyz1hlww,cImOyz1hlww,manual,https://www.youtube.com/api/timedtext?v=cImOyz1hlww&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907150&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=8572C6C459A68C5F4EC67C7BC396D5C2C5793583.59E1CDFB478AB535F0749434BF15302499D4C57D&key=yt8&lang=en-US&fmt=vtt
33,YT58_Surah_Al_Kahf_Surah_18_Who_were_Yajuj_and_Majuj_What_was_David_s_scripture_Truth_of_eschatology,https://www.youtube.com/watch?v=UKIeGG5nPUM,UKIeGG5nPUM,manual,https://www.youtube.com/api/timedtext?v=UKIeGG5nPUM&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907151&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=23AFCC8906DA9CB775DFB68C2B4BB64FB6CE89D3.B14E8587A52695E50BB20C687DD05DA2D4FFCA59&key=yt8&lang=en-US&fmt=vtt
34,YT57_Surah_Al_Kahf_Surah_18_Who_was_Zul_Qarnayn_What_is_Wahy_Purposes_of_Quranic_stories,https://www.youtube.com/watch?v=f_k-Kv56KB8,f_k-Kv56KB8,manual,https://www.youtube.com/api/timedtext?v=f_k-Kv56KB8&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907152&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=0CC15D1C291C67090375B4E043D5FF79066C4902.88417D470FECFC7B131A932D28024788673E29C0&key=yt8&lang=en-US&fmt=vtt
35,YT56_Surah_Al_Kahf_Surah_18_Does_the_sun_set_in_a_muddy_pool_Exposing_some_misguided_Quran_tafseer,https://www.youtube.com/watch?v=PBU5316xzns,PBU5316xzns,manual,https://www.youtube.com/api/timedtext?v=PBU5316xzns&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907152&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=1960DF87AC7121EB1A7B7D0E63449B3F02C275C8.71C3C6B398FCC170AE13E80E70A152DE48B680F7&key=yt8&lang=en-US&fmt=vtt
36,YT55_How_to_Know_if_you_can_trust_a_Quran_translation_Quick_Tests_for_everyone_based_on_Surah_Yussuf,https://www.youtube.com/watch?v=4Zk5VCcXZl4,4Zk5VCcXZl4,manual,https://www.youtube.com/api/timedtext?v=4Zk5VCcXZl4&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907153&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=2448D9916187F5FE732D7AB9D63B0AA7D8966ACB.655CC88A53F856CCB1BC2C87FAC0FE6A84076E78&key=yt8&lang=en-US&fmt=vtt
37,YT54_Surah_Al_Kahf_Surah_18_Does_God_Sit_on_a_Throne_Throne_of_Queen_of_Sheba_Abrogation_in_Quran,https://www.youtube.com/watch?v=UoASnmEc4Hs,UoASnmEc4Hs,manual,https://www.youtube.com/api/timedtext?v=UoASnmEc4Hs&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907154&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=1956C65299AAFB7CA864527B673D22432CD41C9B.7127C305CA3DC18029143012A887A509E98379F6&key=yt8&lang=en-US&fmt=vtt
38,YT53_Surah_Al_Kahf_Surah_18_How_Zul_Qarnayn_Became_Powerful_Causation_and_the_Laws_of_Nature,https://www.youtube.com/watch?v=rzisixaWmiU,rzisixaWmiU,manual,https://www.youtube.com/api/timedtext?v=rzisixaWmiU&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907155&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=5D7730D20EE86EB6F0715B3FC83CB1426E057DB0.3448FDDA60F32E83AD0C100F121DFD373B69419A&key=yt8&lang=en-US&fmt=vtt
39,YT52_Surah_Al_Baqarah_Surah_2_Who_Were_Abel_and_Cain_A_Quranic_Story_that_is_a_Gift_to_Mankind,https://www.youtube.com/watch?v=Lrx3zdVUcW8,Lrx3zdVUcW8,manual,https://www.youtube.com/api/timedtext?v=Lrx3zdVUcW8&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907156&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=1B03D1E09B901DCCF6D20084118436367122C405.65707633E36166EAF42C1A5B135F869E292D96FF&key=yt8&lang=en-US&fmt=vtt
40,YT51_What_does_Quran_say_about_taking_from_earlier_scriptures_inc_HADEETH_REFERENCES,https://www.youtube.com/watch?v=Sd7MPfHHRJI,Sd7MPfHHRJI,manual,https://www.youtube.com/api/timedtext?v=Sd7MPfHHRJI&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907156&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=BEA0FCA25A4B8DD3383259E9DB195814EE8AB7A6.23A3EE38428F1C351F5C3B9A467B37F14E8BA5ED&key=yt8&lang=en-US&fmt=vtt
41,YT50_What_was_the_dream_of_Joseph_Yusuf_in_Quran_And_the_dream_interpretation_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=lVm1g6PZVu4,lVm1g6PZVu4,manual,https://www.youtube.com/api/timedtext?v=lVm1g6PZVu4&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907157&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=D6E9F58BEA6D5E7DB5C8AC1462D5A9AD588FE0C8.CBFCC64CC59DB3BBC8E1C3F9F5EC3AA28F162337&key=yt8&lang=en-US&fmt=vtt
42,YT49_Will_God_Expose_his_Leg_Why_Queen_of_Sheba_Visited_Solomon_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=noBa4w76O58,noBa4w76O58,not available,not available
43,YT48_Surah_Al_Kahf_Surah_18_Did_God_Order_Al_Khidr_to_Kill_a_Young_Boy_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=VPzR1Le6iGQ,VPzR1Le6iGQ,manual,https://www.youtube.com/api/timedtext?v=VPzR1Le6iGQ&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907158&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=A55E0F48F218815C9413DD3425FFD7762E12D9AF.8AD37B7414AADDDCEBBB624F36A2D9A6860F7DFB&key=yt8&lang=en-US&fmt=vtt
44,YT47_How_Much_Confidence_do_you_Have_in_the_Quran_Shocking_Details_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=36BfdomwoRM,36BfdomwoRM,manual,https://www.youtube.com/api/timedtext?v=36BfdomwoRM&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907159&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=4A6773215824FB2F034BE40C964B0F6A662DF05A.49B13ADEFE0E98583F4C441BE8DDB94C0DB6825D&key=yt8&lang=en-US&fmt=vtt
45,YT46_Are_there_72_Virgins_in_Paradise_Hoor_in_the_Quran_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=BCUIQikPIyY,BCUIQikPIyY,manual,https://www.youtube.com/api/timedtext?v=BCUIQikPIyY&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907160&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=CFF49F2D8DEF0D49D7CEF7C19925B989E7850447.A4DD31D29ACF8C8C993224E407B89245C2AE0C16&key=yt8&lang=en-US&fmt=vtt
46,YT45_Charity_in_Ramadan,https://www.youtube.com/watch?v=N5LFi_K-w-Q,N5LFi_K-w-Q,automatic,https://www.youtube.com/api/timedtext?v=N5LFi_K-w-Q&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907160&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=43A4E74F2130454332A262EDF099FF710A25B2D0.1A7CE704A2AFADBC559F742C01F589EFD01BF4B1&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
47,YT44_Laylatul_Qadr_More_Good_News_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=7UpHIp1ePwc,7UpHIp1ePwc,automatic,https://www.youtube.com/api/timedtext?v=7UpHIp1ePwc&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907162&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=0C79AD3923E669518AA50A05B334CF5C4E85A21B.277777FC69284556E4AEB9B695E0801B25388FE0&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
48,YT43_365_possible_Laylatul_Qadr_Not_just_one_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=0X04Fo9wr5M,0X04Fo9wr5M,automatic,https://www.youtube.com/api/timedtext?v=0X04Fo9wr5M&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907163&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=A0F9DEF2DBCA50CF3AEA8B5B000AD116B27A1E6D.7D158BADCA51E637E61E1A50E48539EDCB68D803&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
49,YT42_Secrets_of_Supplication_2_for_Laylatul_Qadr_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=WIfLBuQh_Wc,WIfLBuQh_Wc,automatic,https://www.youtube.com/api/timedtext?v=WIfLBuQh_Wc&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907163&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=ABF8C67A7C4A5982C87CA9A6BBC716CBE42FBD21.2AD8B1D1871E3C58FD3854D9BDF5A17E1E1D4249&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
50,YT41_Laylatul_Qadr_Night_of_Power_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=zDjkwFo60Jc,zDjkwFo60Jc,automatic,https://www.youtube.com/api/timedtext?v=zDjkwFo60Jc&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907165&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=53D3931ECB185E928A6F30F0CA33731EE9C30713.A8FC34492C9F62FBE779DFC7548FF9A537C227B6&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
51,YT40_What_is_Spiritual_Courage_Why_some_humans_have_it_By_Dr_Hany_Atchan,https://www.youtube.com/watch?v=FcmpeVKplaM,FcmpeVKplaM,manual,https://www.youtube.com/api/timedtext?v=FcmpeVKplaM&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907166&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=99571C2377D3634DBA8EEC4AE8F05CB4497BD1AE.2526F054FC8FE2EE7C8292F76902F91DD81C97&key=yt8&lang=en-US&fmt=vtt
52,YT39_Health_Benefits_of_Ramadan_Fasting_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=6OXfJNQ4-zg,6OXfJNQ4-zg,not available,not available
53,YT38_Supplication_Duaa_and_Its_Secrets_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=zKU5y2JTfiA,zKU5y2JTfiA,automatic,https://www.youtube.com/api/timedtext?v=zKU5y2JTfiA&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907169&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=A89301DCB0140DBAC72C27CBC69AA7BB1F36CE3A.A6F82476A3F8B4E3DDD042853D4F2AEE85FCE8CD&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
54,YT37_Is_The_Quran_like_Software_for_us_humans_By_Dr_Hany_Atchan,https://www.youtube.com/watch?v=CS8wU2tW5p4,CS8wU2tW5p4,manual,https://www.youtube.com/api/timedtext?v=CS8wU2tW5p4&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907170&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=25D5B82C60292AFAE36657A1EA7495947CA23A69.923E8A5589475152684E2D74EEF93F2001B410DF&key=yt8&lang=en-US&fmt=vtt
55,YT36_Asking_Questions_as_an_Essential_Prelude_to_Engage_the_Quran_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=yQV-M-nWjYs,yQV-M-nWjYs,automatic,https://www.youtube.com/api/timedtext?v=yQV-M-nWjYs&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907171&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=6F0F1C60C41C8E4820BD5FEECBD7CF179EAC1DAA.AD916864C386123413FAA8EE5B2C4B50ECCE6594&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
56,YT35_Witnessing_As_an_Essential_Practice_During_Ramadan_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=r3C6tfHOldU,r3C6tfHOldU,automatic,https://www.youtube.com/api/timedtext?v=r3C6tfHOldU&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907172&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=CB639E6E5627D8BD6FB3A9D542D30A6842DB094E.EF3504D875AE5081F8442E39605A5792BE9D07E4&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
57,YT34_Islamic_Fast_that_benefits_all_people_By_Dr_Hany_Atchan,https://www.youtube.com/watch?v=R2G42x0K4Bg,R2G42x0K4Bg,not available,not available
58,YT33_Purposes_of_Fasting_According_to_the_Quran_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=jOQ4gwCOiLU,jOQ4gwCOiLU,automatic,https://www.youtube.com/api/timedtext?v=jOQ4gwCOiLU&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907174&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=DB16C6CB05A25E7A6FCEE25054FA7A34F0572A3F.AF2FBB64743DDE9BC897CA27BD02E09B78CC8810&key=yt8&kind=asr&lang=en&tlang=ar&fmt=ttml
59,YT32_A_Few_Important_Concepts_from_Verses_2_153_156_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=GwHYKci69h4,GwHYKci69h4,not available,not available
60,YT31_Introduction_to_Devotional_Islamic_Fasting_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=ZSIboSJz19I,ZSIboSJz19I,automatic,https://www.youtube.com/api/timedtext?v=ZSIboSJz19I&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907176&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=1E5184D5AD5122BF59A66297960EF2B513062885.656056C4DA39EAB023545A8B8EA5ECE9F8A5AFC9&key=yt8&kind=asr&lang=nl&tlang=ar&fmt=ttml
61,YT30_DO_WE_NEED_TO_REINTERPRET_THE_COMPLETE_QURAN_Principles_of_Tafseer_By_Dr_Hany_Atchan,https://www.youtube.com/watch?v=iJP1_vxBZh8,iJP1_vxBZh8,manual,https://www.youtube.com/api/timedtext?v=iJP1_vxBZh8&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907178&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=2FF65A153E641444689A0BC80400FA1FCFF8AA71.9BCE258A04C1BA143D58B8B27243ACB17B46A6BF&key=yt8&lang=en-US&fmt=vtt
62,YT29_DO_YOU_UNDERSTAND_THE_STORY_OF_MOSES_IN_THE_QURAN_Ten_Questions_for_you_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=VcXCODHYti8,VcXCODHYti8,manual,https://www.youtube.com/api/timedtext?v=VcXCODHYti8&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907179&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=4F4A962B0506D722366A9FA2DA79537F6CAC53D3.90CB9A058882E68984932ECABE4DDB166D8214C7&key=yt8&lang=en-US&fmt=vtt
63,YT28_WHAT_10_PERSONAL_COMPETENCIES_to_take_away_from_RAMADAN_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=lGKzXqAdyak,lGKzXqAdyak,manual,https://www.youtube.com/api/timedtext?v=lGKzXqAdyak&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907180&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=CCB70EC217ABC7302987B9D726D69AD46B97E791.1EBC08C184094B3870C7E3588CF821750D539728&key=yt8&lang=en-US&fmt=vtt
64,YT27_Selected_Supplications_from_the_Quran_Arabic_English_Translated_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=I9mTIpVjZDs,I9mTIpVjZDs,not available,not available
65,YT26_How_to_understand_the_Quran_Why_we_need_a_methodology_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=kAAlwfNmMd4,kAAlwfNmMd4,manual,https://www.youtube.com/api/timedtext?v=kAAlwfNmMd4&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907181&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=2D18B1B0DB26494E67AAABAF99ADBBF79718B709.12EADC77300768A221C95641FFA4680DBE1FD84C&key=yt8&lang=en-US&fmt=vtt
66,YT25_ARE_THEY_HIDING_QURANIC_TRUTHS_FROM_YOU_SURPRISING_ANSWER_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=RzYVUyq1-Fk,RzYVUyq1-Fk,manual,https://www.youtube.com/api/timedtext?v=RzYVUyq1-Fk&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907182&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=A4DD4DD50DF07E8494E400DA23A683E3714C5CF4.4A5193B36956EA43FAAF8E21D11890524C2E3360&key=yt8&lang=en-US&fmt=vtt
67,YT24_WHY_DO_MUSLIMS_FEEL_ESTRANGED_FROM_THE_QURAN_Top_10_reasons_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=KX4rf_GyjdE,KX4rf_GyjdE,manual,https://www.youtube.com/api/timedtext?v=KX4rf_GyjdE&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=4&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907183&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=124D23CF1EA0B4D8D7F42E8CD15916F2DD07F2F7.9CA18BE01420F234885E6B58F98E3D9EAD90249A&key=yt8&lang=en-US&fmt=vtt
68,YT23_ARE_THERE_EGYPTIAN_HIEROGLYPHS_IN_THE_QURAN_HISTORIC_DISCOVERY_by_Dr_Hany_Atchan,https://www.youtube.com/watch?v=zZVRydgl7CQ,zZVRydgl7CQ,manual,https://www.youtube.com/api/timedtext?v=zZVRydgl7CQ&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1638907183&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxoaf&signature=DE343140C2B6818555BFDC6F92331A625E9118AB.7A2BE57AF7273737A4486EF408091D292E6308E1&key=yt8&lang=en-US&fmt=vtt
